"id","issint","threat.MMR","threat.PHL","imp.MMR","imp.PHL","odaimp","potential.MMR","potential.PHL","threat.CHN","threat.CHN.3cat","treatment","treat_China","treat_MMR","treat_PHL","med_econ","med_secu","med_repu","med_effi","cancel_aid","cancel_aid_3cat","cancel_aid_2cat","fem","age","right","ide3","comply"
4,"2","1","1","1","1",1,"1","1",0,"0",5,0,0,1,"3","3","4","3","5","2",1,0,24,1,"2",1
5,"0","0","0","2","2",0,"2","2",1,"2",1,0,1,0,"4","3","3","3","3","1",0,0,24,NA,NA,1
6,"2","0","0","2","2",1,"1","1",1,"2",1,0,1,0,NA,NA,"5",NA,NA,NA,NA,0,28,NA,NA,1
10,"2","2","1","2","1",1,"1","2",0,"0",3,1,0,1,"4","4","4","2","2","1",0,0,24,1,"2",1
14,"2","2","2","2","2",1,"2","2",1,"1",3,1,0,1,"4","3","3","2","8","3",1,0,28,1,"2",6
15,"2","0","0","2","2",1,"2","2",1,"2",2,1,1,0,"4","4","3","2","6","2",1,0,20,1,"2",1
16,"1","2","2","1","2",1,"1","1",0,"0",5,0,0,1,"4","4","4","2","5","2",1,0,31,0,"1",2
17,"0","1","1","1","1",1,"1","1",0,"0",3,1,0,1,"3","3","3","3","4","2",1,0,28,0,"1",1
18,"2","0","0","2","2",1,"2","2",0,"0",1,0,1,0,"3","3","3","3","5","2",1,1,60,0,"0",1
20,"0","1","0","2","2",1,"1","1",0,"0",5,0,0,1,"3","3","3","3","5","2",1,0,25,0,"0",1
23,"1","0","0","0","2",1,"0","2",1,"2",2,1,1,0,"4","2","3","4","5","2",1,0,33,0,"1",1
26,"1","1","1","2","2",1,"1","2",1,"1",3,1,0,1,"3","3","4","3","4","2",1,0,26,0,"0",1
27,"2","0","0","1","1",1,"1","1",1,"2",1,0,1,0,"5","5","5","1","1","1",0,0,28,0,"1",1
28,"0","0","0","2","2",1,"2","2",0,"0",5,0,0,1,"5","3","4","2","8","3",1,1,24,0,"0",6
29,"1","0","0","0","1",1,"2","2",1,"1",3,1,0,1,"4","3","4","3","5","2",1,0,29,0,"1",2
31,"0","1","1","2","2",1,"1","1",1,"1",1,0,1,0,"4","4","4","3","4","2",1,0,25,1,"2",1
35,"1",NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,1,0,NA,NA,NA,"4",NA,NA,NA,1,31,NA,NA,1
36,"0","0","0","1","1",1,"1","1",0,"0",5,0,0,1,"5","5","5","4","2","1",0,0,25,1,"2",1
38,"2","1","1","2","2",1,"2","2",1,"2",2,1,1,0,"3","3","3","3","8","3",1,0,26,0,"0",1
39,"0","0","0","2","2",1,"1","1",1,"1",1,0,1,0,NA,"5","5",NA,"2","1",0,1,25,NA,NA,5
42,"0","0","0","0","0",1,"0","0",0,"0",2,1,1,0,"2","1","2","4","2","1",0,0,24,1,"2",1
43,"0","0","0","0","0",1,"1","2",1,"1",3,1,0,1,"3","2","4","3","4","2",1,0,28,NA,NA,1
44,"2","1","2","1","1",1,"1","2",1,"1",5,0,0,1,"5","5","4","2","4","2",1,0,22,0,"0",1
45,"0","0","1","2","1",0,"0","0",1,"2",2,1,1,0,"3","3","3","3","6","2",1,1,22,NA,NA,2
47,"2","0","0","0","1",1,"1","1",0,"0",2,1,1,0,"3","4","4","3","4","2",1,0,28,0,"0",1
48,"0","0","0","2","2",1,"2","2",1,"1",1,0,1,0,"5","4","4","3","2","1",0,0,28,0,"0",1
49,"1","0","0","2","2",1,"2","2",1,"2",5,0,0,1,"4","4","4","4","3","1",0,0,34,1,"2",5
51,"0","1","0","1","1",1,"1","1",0,"0",5,0,0,1,"4","4","4","3","2","1",0,1,25,NA,NA,1
52,"0","1","1","1","1",0,"1","1",0,"0",5,0,0,1,"3","3","3","3","5","2",1,0,28,0,"1",2
53,"1","0","1","2","1",1,"1","0",1,"2",1,0,1,0,"4","3","2","2","6","2",1,1,63,0,"0",1
54,"2","0","0","2","2",1,"2","2",1,"1",1,0,1,0,"2","4","3","2","5","2",1,0,28,0,"1",1
55,"2","0","0","2","2",1,"2","2",1,"2",1,0,1,0,"5","3","3","3","2","1",0,0,28,0,"1",1
56,"0","0","0","2","2",0,"0","2",0,"0",5,0,0,1,"3","3","3","3","4","2",1,0,23,0,"0",1
57,"1","0","0","2","2",1,"1","1",1,"2",2,1,1,0,"4","4","3","1","5","2",1,1,60,1,"2",1
59,"0","1","0","1","1",1,"0","1",0,"0",1,0,1,0,"3","4","4","3","2","1",0,0,25,1,"2",1
60,"2","0","0","2","2",1,"1","1",1,"2",5,0,0,1,"3","3","4","3","4","2",1,1,66,1,"2",1
61,"1","0","0","0","0",1,"1","1",0,"0",5,0,0,1,"4","4","4","2","3","1",0,1,29,0,"0",1
63,"0","0","0","2","2",1,"2","2",1,"1",3,1,0,1,"5","5","5","5","2","1",0,0,26,0,"0",1
64,"1","1","1","1","1",1,"0","0",0,"0",3,1,0,1,"3","3","3","3","4","2",1,0,20,0,"1",5
65,"1","0","0","2","2",1,"1","1",1,"1",5,0,0,1,"4","4","3","3","3","1",0,1,22,1,"2",1
66,"1","1","1",NA,NA,NA,"1","1",1,"1",2,1,1,0,NA,NA,NA,"3","6","2",1,1,26,NA,NA,5
68,"2","1","0","1","1",1,"2","2",1,"1",5,0,0,1,"4","4","3","3","2","1",0,0,27,1,"2",1
70,"0","0","0","2","2",1,"0","1",0,"0",1,0,1,0,"4","4","3","3","4","2",1,0,24,0,"0",1
72,"2","0","0","1","1",1,"0","0",1,"1",3,1,0,1,"4","3","3","3","8","3",1,1,35,1,"2",1
75,"2","1","1","1","2",1,"2","2",1,"1",2,1,1,0,"5","5","5","1","2","1",0,0,27,1,"2",1
77,"2","2","2","2","2",1,"2","1",1,"1",3,1,0,1,"5","5","5","3","9","3",1,0,21,1,"2",4
78,"1","1","0","2","1",1,"1","0",1,"2",3,1,0,1,"3","3","4","3","7","3",1,0,29,0,"0",5
79,"1","0","0","1","2",1,"1","2",0,"0",5,0,0,1,"4","4","3","3","3","1",0,1,69,0,"0",1
82,"1","0","0","1","1",0,"1","1",0,"0",1,0,1,0,"3","3","3","4","9","3",1,1,29,0,"1",1
83,"1","1","0","1","1",1,"2","2",1,"1",1,0,1,0,"5","4","4","3","1","1",0,1,65,0,"1",1
86,"2","1","1","2","2",1,"1","1",1,"1",3,1,0,1,"3","3","3","3","4","2",1,0,32,0,"1",5
87,"1","0","0","1","1",1,"0","1",0,"0",5,0,0,1,"3","3","3","2","4","2",1,0,23,0,"0",1
91,"2","2","2","2","2",1,"2","1",1,"2",1,0,1,0,"3","3","3","3","4","2",1,0,25,0,"0",2
92,"0","0","0","2","2",1,"1","1",1,"1",2,1,1,0,"3","4","4","3","3","1",0,0,27,1,"2",2
93,"1","0","0","1","1",1,"1","1",1,"1",1,0,1,0,"4","4","4","4","4","2",1,1,37,1,"2",2
94,"1","0","0","2","2",1,"0","1",0,"0",5,0,0,1,"4","3","4","4","4","2",1,1,21,0,"0",1
95,"2","2","0","1","0",1,"2","2",1,"2",5,0,0,1,"3","4","4","2","4","2",1,0,20,0,"1",5
97,"1","0","2","2","2",1,"0","0",1,"1",5,0,0,1,"5","2","4","3","2","1",0,0,27,0,"0",1
98,"0","1","1","1","1",1,"1","1",0,"0",2,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,22,NA,NA,5
99,"0","0","2","1","2",1,"1","1",1,"1",5,0,0,1,"4",NA,"4",NA,"3","1",0,0,28,NA,NA,2
100,"1","1","1","1","1",1,"1","1",1,"2",1,0,1,0,"3","3","3",NA,NA,"1",0,0,28,1,"2",1
103,"0","0","0","0","0",0,NA,NA,0,"0",2,1,1,0,NA,"3",NA,"3",NA,"2",1,0,26,NA,NA,1
104,"0","0","0","0","0",0,"1","1",0,"0",2,1,1,0,"1",NA,NA,"5",NA,"2",1,0,29,1,"2",6
106,"1","0","0","0","0",1,"2","2",1,"1",3,1,0,1,"3","3","3","4","4","2",1,0,23,0,"1",1
107,"2","1","2","1","2",1,"1","2",1,"2",1,0,1,0,"4","4","3","3","7","3",1,0,28,0,"0",1
108,"1","2","1","2","2",1,"1","2",1,"2",1,0,1,0,"4","4","4","3","3","1",0,0,26,0,"0",1
109,"1",NA,NA,"1","2",1,"1","1",1,"1",1,0,1,0,"3","3","3",NA,"2","1",0,0,29,1,"2",1
110,"0","1","1","1","1",0,"1","1",1,"2",5,0,0,1,"3","3","3","3","8","3",1,0,28,NA,NA,1
111,"2","1","1","1","1",1,"2","1",1,"2",2,1,1,0,"4","5","3","3","4","2",1,0,29,1,"2",1
112,"0","0","0","1","1",1,"1","1",0,"0",3,1,0,1,"2","3","3","4","6","2",1,0,27,NA,NA,5
114,"2","0","0","1","1",0,"1","2",1,"2",1,0,1,0,"4","2","2","2","8","3",1,0,38,1,"2",1
116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,27,NA,NA,1
117,"0","0","0","2","2",1,"2","2",0,"0",1,0,1,0,"4","3","3","3","4","2",1,0,29,0,"1",1
119,"0","0","0","1","1",1,"0","1",1,"2",2,1,1,0,"3","3","3","3","5","2",1,0,29,0,"1",1
121,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,20,NA,NA,6
123,"1","0","0","1","2",1,"0","2",1,"2",1,0,1,0,"4","2","2","3","4","2",1,1,39,0,"0",1
124,"0","1","1","0","1",0,"1","1",0,"0",1,0,1,0,"1","1","1","4","4","2",1,0,23,0,"0",1
125,"1","0","0","2","2",1,"2","2",1,"1",2,1,1,0,"4","4","4","4","2","1",0,1,21,0,"1",1
126,"1","0","0","2","2",1,"1","2",0,"0",1,0,1,0,"4","4","4","3","2","1",0,1,29,0,"0",1
127,"0","1","1","1","1",1,"1","1",0,"0",3,1,0,1,"3","3","3","3","5","2",1,1,46,0,"1",1
128,"2","1","1","2","2",1,"2","2",1,"2",1,0,1,0,"4","4","4","4","2","1",0,0,47,0,"1",1
129,"1","1","2","1","2",1,"2","1",1,"2",1,0,1,0,"4","4","4","3","4","2",1,0,45,0,"1",1
130,"2","0","1","2","2",1,"1","2",1,"1",5,0,0,1,"4","4","3","3","2","1",0,0,22,1,"2",1
131,"0","1","1","1","1",NA,"1","1",0,"0",3,1,0,1,"3","3","3","3",NA,NA,NA,1,43,0,"1",1
132,"2","0","0","0","0",1,"1","1",0,"0",3,1,0,1,"3","3","3","3","5","2",1,0,20,0,"1",1
133,"1","0","0","1","1",0,"0","1",1,"1",1,0,1,0,"3","3","3","3","8","3",1,1,60,0,"1",2
134,"1","0","0","2","2",1,"1","2",1,"2",3,1,0,1,"3","4","3","3","4","2",1,1,38,0,"1",1
135,"1","0","0","2","2",1,"1","1",1,"1",3,1,0,1,"3","3","3","2","3","1",0,1,60,0,"1",1
137,"0","2","0","0","0",NA,"1","1",0,"0",2,1,1,0,"3","3","2","3",NA,"1",0,0,26,1,"2",2
138,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,44,NA,NA,5
139,"1","2","2","1","1",1,"1","1",1,"2",2,1,1,0,"5","5","3","3","4","2",1,1,65,0,"1",1
140,"2","2","2","2","2",1,"2","2",1,"2",5,0,0,1,"3","3","3","1","4","2",1,0,27,0,"0",6
141,"0","0","0","0","2",1,"1","1",1,"2",1,0,1,0,"3","3","4","2","5","2",1,0,20,0,"1",1
142,"0","0","1","1","1",1,"1","2",1,"1",5,0,0,1,"4","4","3","3","4","2",1,1,67,0,"1",1
143,"1","0","0","1","1",1,"1","1",0,"0",2,1,1,0,"4","3","3","3","5","2",1,0,27,NA,NA,1
145,"2","0","0","2","2",1,"2","2",1,"2",5,0,0,1,"3","3","3","3","4","2",1,0,56,1,"2",1
146,"2","2","2","2","2",1,"2","2",1,"2",1,0,1,0,"4","3","2","2","9","3",1,1,38,0,"0",1
148,"1","0","0","1","2",1,"1","2",1,"2",2,1,1,0,"4","4","3","4","2","1",0,1,66,1,"2",1
150,"2","2","1","2","2",1,"1","2",1,"2",3,1,0,1,"5","5","3","3","1","1",0,1,20,1,"2",1
151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,28,NA,NA,1
152,"0","1","1","1","1",0,"1","1",0,"0",1,0,1,0,"3","3","3","3","4","2",1,1,21,0,"1",1
156,"1","1","1","1","2",0,"1","1",1,"2",5,0,0,1,"4","4","3","4","2","1",0,0,22,1,"2",1
157,"0","1","0","1","1",0,"0","0",0,"0",5,0,0,1,"2","3","3","4","2","1",0,0,48,1,"2",5
158,"0","1","1","1","1",1,"1","1",0,"0",5,0,0,1,"3","3","3","3","5","2",1,0,31,0,"1",1
159,"0","1","0","2","2",0,"1","1",0,"0",5,0,0,1,"2","1","5","3","7","3",1,0,42,1,"2",6
161,"1","0","0","2","2",1,"1","1",1,"2",1,0,1,0,"3","3","3","3","6","2",1,1,50,1,"2",1
162,"1","0","0","1","1",1,"1","2",0,"0",5,0,0,1,"3","3","3","3","4","2",1,1,57,0,"1",1
164,"1","1","1","1","1",1,"1","1",1,"1",1,0,1,0,"4","4","4","2","4","2",1,0,46,1,"2",2
165,"2","0","0","1","1",1,"2","2",1,"1",3,1,0,1,"4","3","4","4","4","2",1,1,28,0,"1",1
166,"1","0","0","2","2",0,"2","2",0,"0",1,0,1,0,"3","3","3","3","4","2",1,1,62,1,"2",1
167,"1","0","0","2","2",1,"2","2",1,"2",3,1,0,1,"3","4","3","3","3","1",0,0,36,1,"2",1
168,"1","0","0","1","1",1,"1","1",0,"0",3,1,0,1,"4","4","4","3","4","2",1,1,27,0,"1",1
169,"0","0","0","1","1",1,"0","2",0,"0",2,1,1,0,"3","2","3","2","4","2",1,0,27,1,"2",5
170,"0","0","0","1","1",1,"1","1",1,"2",1,0,1,0,"3","3","3","3","5","2",1,1,67,0,"1",1
172,"1","1","0","0","1",1,"0","2",1,"1",1,0,1,0,"4","3","3","3","7","3",1,0,22,1,"2",1
173,"2","0","0","0","0",1,"1","1",1,"2",1,0,1,0,"5","5","5","5","1","1",0,0,25,1,"2",1
175,"2","1","2","0","0",0,"1","0",1,"2",1,0,1,0,"2","3","3","3","5","2",1,0,29,0,"0",1
176,"0","2","2","1","1",0,"0","0",1,"2",5,0,0,1,"3","3","3","4","4","2",1,0,32,1,"2",2
178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,47,NA,NA,1
181,"1","0","0","1","1",1,"1","1",0,"0",3,1,0,1,"4","3","3","3","5","2",1,1,33,0,"1",1
182,"1","0","1","1","1",1,"1","1",1,"2",2,1,1,0,"3","3","3","3","9","3",1,0,46,0,"1",1
183,"1","2","2","2","2",1,"2","0",1,"1",5,0,0,1,"3","3","3","2","4","2",1,0,31,0,"0",1
184,"0","0","0","2","2",1,"1","2",1,"2",3,1,0,1,"5","5","5","5","1","1",0,0,65,0,"1",1
185,"1","0","0","1","1",1,"0","0",1,"2",1,0,1,0,"3","3","3","3","6","2",1,1,37,0,"1",1
187,"1","0","0","1","1",1,"0","0",1,"1",1,0,1,0,"3","3","3","2","7","3",1,0,46,0,"0",1
188,"1","0","0","2","2",1,"1","1",1,"1",1,0,1,0,"4","3","4","2","5","2",1,0,46,0,"1",1
189,"0","1","1","1","1",0,"1","1",1,"2",2,1,1,0,"3","3","3","3","6","2",1,0,28,0,"1",1
193,"2","1","1","1","1",1,"1","0",0,"0",3,1,0,1,"5","5","5","1","9","3",1,0,48,0,"1",4
194,"1","0","0","2","2",1,"2","2",1,"2",5,0,0,1,"3","3","3","3","5","2",1,0,57,1,"2",1
195,"1","1","1","1","2",1,"2","2",1,"1",3,1,0,1,"4","3","4","4","3","1",0,1,25,0,"1",1
196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,25,NA,NA,1
198,"2","0","0","2","2",1,"2","2",1,"1",5,0,0,1,"5","5","5","3","1","1",0,0,45,1,"2",1
204,"2","0","0","2","2",0,"1","1",1,"2",5,0,0,1,"3","3","3","3","7","3",1,1,44,0,"1",1
205,"0","0","0","1","2",1,"0","1",1,"1",3,1,0,1,"4","4","4","2","3","1",0,1,51,0,"1",1
206,"1","1","2","2","2",1,"1","1",1,"2",2,1,1,0,"3","3","3","3","5","2",1,1,61,0,"0",1
208,"0","0","0","1","2",1,"1","2",1,"1",3,1,0,1,"4","4","4","3","4","2",1,1,27,0,"1",1
209,"1","0","0","0","1",0,"0","1",1,"1",2,1,1,0,"4","4","3","2","3","1",0,1,48,0,"0",1
212,"2","0","0","2","2",1,"2","2",1,"2",1,0,1,0,"3","3","3","3","5","2",1,1,49,1,"2",1
214,"2","1","1","2","2",1,"1","1",1,"2",2,1,1,0,"3","3","2","1","9","3",1,1,67,0,"1",1
216,"0","1","1","0","0",0,"1","1",0,"0",5,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,28,1,"2",5
217,"1","0","0","2","2",1,"2","2",1,"2",1,0,1,0,"3","3","3","3","7","3",1,0,49,0,"0",1
219,"2","0","0","2","2",1,"2","2",1,"2",2,1,1,0,"3","3","4","3","2","1",0,0,37,0,"0",1
220,"0","0","0","0","0",0,"1","1",0,"0",2,1,1,0,"3","3","3","3",NA,"2",1,1,42,0,"1",1
221,"0","1","1","1","1",NA,"1","1",0,"0",1,0,1,0,"3","3","3","3","4","2",1,0,25,NA,NA,1
222,"2","0","0","0","1",1,"2","1",1,"1",5,0,0,1,"3","3","2","4","9","3",1,0,64,0,"0",1
223,"2","0","0","2","2",1,"0","2",1,"2",2,1,1,0,"5","5","3","5","2","1",0,0,39,0,"0",1
226,"1","0","0","2","2",1,"2","0",1,"2",2,1,1,0,"3","3","4","3","6","2",1,1,57,1,"2",1
227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,38,NA,NA,1
229,"1","0","0","1","2",0,"1","1",1,"2",2,1,1,0,"3","3","3","3","4","2",1,0,63,1,"2",1
230,"1","1","1","1","1",0,"1","1",0,"0",5,0,0,1,"4","4","4","3","5","2",1,1,37,1,"2",1
231,"0",NA,NA,NA,NA,0,"1","1",NA,NA,5,0,0,1,"3","3","3","3","5","2",1,0,29,1,"2",1
232,"0","0","1","1","1",0,"1","0",1,"2",3,1,0,1,"4","3","3","3","7","3",1,0,57,1,"2",1
236,"0","1","1","1","1",1,"1","1",1,"1",1,0,1,0,"3","3","3","3","5","2",1,0,41,0,"0",5
237,"1","1","1","1","1",1,"1","1",0,"0",1,0,1,0,"3","3","3","3","5","2",1,1,25,0,"1",1
238,"1","0","0","1","1",1,"0","0",0,"0",3,1,0,1,"3","3","2","3","4","2",1,1,26,0,"1",1
239,"1","1","1","1","2",0,"1","1",1,"2",2,1,1,0,"3","3","3","2","7","3",1,1,29,1,"2",1
241,"0","1","1","1","1",0,"2","2",1,"2",1,0,1,0,"4","3","4","3","4","2",1,0,63,NA,NA,1
242,"0","0","0","2","2",NA,"2","2",1,"2",1,0,1,0,"3","3","3","3","3","1",0,0,20,0,"1",2
243,"1","0","0","0","1",1,"1","1",1,"1",2,1,1,0,"3","3","3","3","5","2",1,0,27,0,"1",1
244,"2",NA,NA,"2","2",1,"1","1",1,"2",5,0,0,1,"3","3","3",NA,NA,NA,NA,1,57,NA,NA,1
245,"1","0","0","2","2",0,"1","0",0,"0",1,0,1,0,"3","1","3","3","9","3",1,0,61,0,"0",1
247,NA,"0","1","0","1",NA,"0","0",0,"0",5,0,0,1,NA,NA,NA,NA,"7","3",1,0,36,1,"2",6
248,"1","0","0","0","1",0,"1","2",1,"1",1,0,1,0,"4","4","4","3","5","2",1,0,50,0,"0",2
249,"2","0","0","2","2",1,"1","2",1,"1",1,0,1,0,"3","4","5","2","3","1",0,0,21,1,"2",1
250,"2","0","0","1","1",1,"2","2",1,"1",3,1,0,1,"3","3","3","3","3","1",0,1,56,0,"0",1
251,"1","0","0","2","2",0,"2","2",1,"1",1,0,1,0,"4","4","3","3","6","2",1,0,57,0,"0",1
252,"0","0","1","1","1",1,"0","0",1,"2",1,0,1,0,"3","3","3","3","6","2",1,0,24,1,"2",1
253,"0","0","0","0","0",1,"0","0",0,"0",5,0,0,1,"1","1","2","4",NA,"1",0,1,45,1,"2",5
255,"0","0","0","1","1",1,"1","1",1,"1",1,0,1,0,"2","2","4","5","3","1",0,1,45,0,"0",1
256,"1","0","0","1","1",1,"1","1",1,"1",3,1,0,1,"3","3","4","3","5","2",1,1,42,1,"2",1
258,"1","1","1","2","2",1,"2","2",1,"1",5,0,0,1,"4","3","4","3","3","1",0,0,61,0,"1",1
259,"1","1","1","2","2",1,"1","1",0,"0",5,0,0,1,NA,NA,"2",NA,NA,"2",1,0,45,0,"1",1
261,"1","0","1","1","1",1,"1","2",1,"2",3,1,0,1,"4","3","4","2","4","2",1,0,48,0,"1",1
263,"0","0","0","1","1",1,"2","2",1,"1",2,1,1,0,"4","2","2","3","4","2",1,1,65,0,"1",1
266,"1","0","0","2","2",1,"2","0",0,"0",2,1,1,0,"4","4","4","2","8","3",1,0,25,1,"2",2
267,"1","0","0","2","2",1,"0","0",0,"0",5,0,0,1,"4","4","3","3","3","1",0,1,31,1,"2",1
268,"0","1","0","1","1",0,"1","1",1,"1",1,0,1,0,"3","3","3","3","6","2",1,1,50,0,"1",1
269,"0","1","1","2","2",1,"1","1",0,"0",3,1,0,1,"3","3","3","2","5","2",1,1,55,0,"0",1
270,"2","1","1","2","2",1,"1","1",1,"2",5,0,0,1,"5","4","4","4","2","1",0,0,54,1,"2",1
272,"2","0","0","2","2",1,"1","0",0,"0",2,1,1,0,"4","3","4","3","2","1",0,0,53,0,"0",1
274,"1","0","0","1","1",1,"2","2",0,"0",3,1,0,1,"3","3","4","3","2","1",0,0,65,1,"2",1
275,"1","1","1","1","1",1,"1","1",0,"0",2,1,1,0,"1","1","2","5","1","1",0,0,45,0,"1",5
276,"0","1","1","1","1",0,"1","1",1,"1",1,0,1,0,"4","3","4","3","7","3",1,1,42,0,"1",1
277,"0","0","0","2","2",1,"2","2",1,"2",3,1,0,1,"4","3","3","3","4","2",1,1,32,0,"1",1
278,"2","0","0","2","2",1,"2","2",1,"2",1,0,1,0,"4","3","3","3","2","1",0,0,49,1,"2",1
280,"1","0","1","1","1",1,"1","1",1,"1",2,1,1,0,"3","4","3","2","2","1",0,1,61,1,"2",1
281,"1","0","1","2","2",1,"1","1",1,"2",3,1,0,1,"3","4","3","2","4","2",1,1,60,0,"1",1
283,"2","1","0","1","2",0,"1","1",1,"2",3,1,0,1,"3","4","3","3","4","2",1,0,31,1,"2",1
284,"1","0","0","2","2",1,"2","1",1,"2",1,0,1,0,"4","4","3","3","4","2",1,0,68,1,"2",1
285,"0","1","1","2","2",NA,"1","1",0,"0",5,0,0,1,"3","3","3","3","5","2",1,1,39,NA,NA,1
286,"1","0","0","0","0",1,"0","0",1,"1",3,1,0,1,"4","3","4","3","6","2",1,1,27,0,"1",1
288,"0","0","0","0","0",0,"0","0",1,"2",2,1,1,0,"3","3","3","3","7","3",1,0,63,1,"2",2
290,"2","1","0","1","1",1,"2","1",1,"1",1,0,1,0,"4","4","3","3","3","1",0,0,33,1,"2",1
291,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,NA,1
292,"1","0","0","1","1",0,"2","2",1,"1",5,0,0,1,"4","3","3","3","4","2",1,1,62,0,"0",1
297,"1","1","1","2","2",1,"1","1",1,"2",3,1,0,1,"4","4","4","3","5","2",1,0,43,1,"2",1
299,"0","1","1","1","1",1,"1","1",0,"0",2,1,1,0,"4","4","4","2","4","2",1,1,39,0,"1",1
300,"1","0","0","2","2",1,"2","2",1,"1",5,0,0,1,"3","3","2","3","3","1",0,0,68,1,"2",1
301,"1","2","2","2","2",1,"2","2",1,"2",3,1,0,1,"4","4","3","2","5","2",1,0,23,0,"1",1
302,"2","0","0","1","1",1,"1","0",1,"2",2,1,1,0,"2","3","4","3","3","1",0,0,37,1,"2",1
305,"1","0","0","0","0",1,"0","0",0,"0",2,1,1,0,"3","3","3","3","4","2",1,0,55,1,"2",5
306,"0","2","0","2","2",1,"1","0",1,"1",5,0,0,1,"2","2","2","4","1","1",0,0,35,1,"2",2
310,"1","0","0","2","1",1,"2","1",1,"2",3,1,0,1,"3","3","3","4","3","1",0,0,69,1,"2",1
311,"2","2","2","0","0",0,"0","0",1,"2",5,0,0,1,"1","1","1","1","9","3",1,1,31,NA,NA,1
313,"1","0","0","2","2",1,"2","1",0,"0",5,0,0,1,"2","2","1","2","8","3",1,0,55,0,"1",1
314,"1","1","0","1","2",1,"0","1",1,"1",2,1,1,0,"3","3","3","4","6","2",1,0,26,1,"2",1
315,"2","0","0","1","1",0,"0","0",1,"2",2,1,1,0,"3","3","3","3",NA,NA,NA,0,64,1,"2",1
316,"0","0","0","1","1",0,"1","2",0,"0",2,1,1,0,"2","2","3","3","7","3",1,1,27,0,"0",1
318,"1","0","0","2","2",0,"1","1",1,"2",5,0,0,1,"3","4","3","3","8","3",1,0,43,1,"2",2
320,"1","1","0","1","1",1,"1","1",1,"1",1,0,1,0,"3","3","4","3","3","1",0,0,39,0,"0",1
322,"0","0","0","1","1",0,"1","1",1,"1",3,1,0,1,"3","3","3","3","4","2",1,1,47,0,"1",1
323,"1","2","2","2","2",1,"2","2",1,"1",2,1,1,0,"2","2","2","3","3","1",0,0,64,1,"2",1
324,"0","1","1","1","1",0,"1","1",0,"0",2,1,1,0,"3","3","3","3","4","2",1,0,55,0,"1",6
326,"1","0","0","1","2",1,"1","1",0,"0",2,1,1,0,"4","3","3","4","4","2",1,1,32,0,"1",1
330,"2","0","0","2","2",0,"1","1",1,"1",5,0,0,1,"4","3","3","3","7","3",1,1,48,0,"1",1
331,"2","0","1","1","2",1,"1","2",1,"1",5,0,0,1,"3","3","3","3","9","3",1,0,33,0,"0",1
332,"1",NA,"0",NA,"2",0,"1","1",1,"1",3,1,0,1,"3","4","4","3","6","2",1,0,31,0,"1",1
333,"1","0","0","0","1",1,"0","1",0,"0",2,1,1,0,"3","4","4","4","3","1",0,1,47,0,"1",1
334,"1","0","0","2","1",1,"2","1",1,"1",3,1,0,1,"4","4","4","3","4","2",1,1,27,0,"1",1
337,"2","1","1","0","0",1,"1","0",0,"0",3,1,0,1,"4","3","3","3","4","2",1,0,38,1,"2",5
338,"1","0","0","2","2",1,"0","1",1,"2",3,1,0,1,"5","5","5","3","3","1",0,0,31,0,"0",1
339,"2","0","0","1","1",1,"0","1",0,"0",2,1,1,0,"3","3","4","4","4","2",1,0,50,0,"0",2
340,"1","0","0","0","0",1,"0","0",1,"1",3,1,0,1,"3","1","2","3","8","3",1,0,23,0,"0",1
342,"1","0","0","2","2",0,"1","1",0,"0",3,1,0,1,"4","4","4","4","6","2",1,0,38,NA,NA,1
343,"2","1","1","2","2",1,"2","2",1,"2",3,1,0,1,"3","5","4","3","2","1",0,1,53,0,"1",1
344,"1","1","0","1","1",1,"1","2",1,"1",2,1,1,0,"4","4","4","4","2","1",0,1,58,1,"2",1
345,"1","1","1","1","0",1,"1","1",1,"2",5,0,0,1,"5","4","4","3","6","2",1,0,46,0,"1",4
347,"1","0","0","1","1",1,"1","1",1,"1",5,0,0,1,"4","3","3","3","4","2",1,1,38,0,"0",1
348,"1","0","0","2","2",1,"2","2",1,"1",2,1,1,0,"4","3","4","4","2","1",0,0,43,1,"2",1
349,"1","0","0","1","1",0,"0","0",0,"0",3,1,0,1,"3","3","3","3","4","2",1,0,37,0,"1",1
