"id","issint","threat.MMR","threat.PHL","imp.MMR","imp.PHL","odaimp","potential.MMR","potential.PHL","threat.CHN","threat.CHN.3cat","treatment","treat_China","treat_MMR","treat_PHL","med_econ","med_secu","med_repu","med_effi","cancel_aid","cancel_aid_3cat","cancel_aid_2cat","fem","age","right","ide3","comply"
3073,"1","0","1","2","2",1,"2","1",1,"1",5,0,0,1,"3","3","3","4","4","2",1,1,53,NA,NA,1
3074,"1","0","0","0","1",0,"0","0",1,"1",2,1,1,0,"3","3","3","3",NA,"2",1,1,38,0,"0",4
3075,"1","1","1","2","2",1,"2","2",1,"2",2,1,1,0,"4","3","2","3","6","2",1,0,53,0,"1",1
3079,"2","2","1","1","2",1,"1","1",1,"2",3,1,0,1,"4","5","3","3","3","1",0,0,65,1,"2",1
3084,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,31,0,"0",6
3087,"1","0","0","2","2",0,"1","2",1,"2",2,1,1,0,"2","3","5","3","8","3",1,1,28,0,"1",1
3088,"2","0","0","2","2",1,"2","2",1,"2",5,0,0,1,"4","4","3","2","1","1",0,0,67,1,"2",1
3091,"0","0","0","0","0",0,"0","0",0,"0",1,0,1,0,"3","3","3","3","3","1",0,0,46,1,"2",1
3094,"2","0","0","0","0",0,"1","0",1,"2",2,1,1,0,"3","3","3","2","8","3",1,1,49,0,"1",1
3097,"0","0","0","2","2",1,"1","1",1,"1",1,0,1,0,"4","3","3","2","3","1",0,1,27,0,"0",1
3098,"1","0","0","2","2",1,"1","1",1,"1",3,1,0,1,"3","3","5","5","6","2",1,0,60,0,"0",1
3099,"1","0","0","2","2",1,"1","1",0,"0",1,0,1,0,"2","3","4","4","6","2",1,0,25,0,"1",1
3103,"1","0","2","0","2",1,"0","2",1,"1",3,1,0,1,"5","5","3","3","2","1",0,0,62,1,"2",1
3105,"1","1","1","2","2",1,"2","2",1,"1",5,0,0,1,"4","4","4","3","4","2",1,0,22,1,"2",1
3106,"1","1","1","1","1",1,"1","1",1,"2",1,0,1,0,"3","3","3","3","5","2",1,1,57,0,"1",1
3107,"2","2","1","1","1",1,"1","1",1,"2",5,0,0,1,"3","5","4","3","4","2",1,1,51,1,"2",1
3108,"0","2","2","1","1",1,"2","1",1,"2",3,1,0,1,"5","5","5","1","3","1",0,0,59,0,"0",1
3109,"1","0","0","2","2",1,"0","2",1,"1",1,0,1,0,"3","3","3","3","4","2",1,1,52,0,"0",1
3110,"0","0","0","1","1",1,"1","1",0,"0",3,1,0,1,"3","3","3","3","5","2",1,1,46,0,"1",1
3111,"1","0","0","2","2",NA,"1","1",0,"0",2,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,53,0,"1",1
3112,"0","1","0","1","2",0,"1","2",0,"0",2,1,1,0,"3","3","3","3","4","2",1,0,39,0,"1",6
3113,"1","0","0","0","0",1,"0","0",1,"2",2,1,1,0,"4","4","4","3","4","2",1,1,51,1,"2",1
3114,"1","0","0","2","2",1,"1","1",0,"0",1,0,1,0,"4","3","3","3","3","1",0,1,30,NA,NA,1
3115,"0","0","0","0","0",0,"0","1",0,"0",2,1,1,0,"3","3","3","3","8","3",1,1,42,1,"2",6
3117,"0","0","0","0","0",0,"0","0",0,"0",2,1,1,0,"3","3","3","3","4","2",1,0,42,0,"1",1
3119,"1","1","2","1","1",0,"1","1",1,"1",5,0,0,1,"4","4","3","4","6","2",1,1,65,1,"2",1
3120,"2","0","0","2","2",0,"2","2",0,"0",3,1,0,1,"1","1","1","1","9","3",1,0,25,0,"0",1
3121,"1","0",NA,"0","0",0,"1","0",0,"0",5,0,0,1,NA,"2","3",NA,NA,"1",0,1,43,0,"1",6
3123,"1","0","0","0","1",1,"0","0",1,"2",5,0,0,1,"4","4","4","4","3","1",0,0,62,1,"2",1
3124,"2","0","0","1","2",1,"1","1",1,"1",5,0,0,1,"4","4","3","3","2","1",0,1,65,1,"2",1
3126,"0","0","0","1","2",1,"1","2",1,"1",1,0,1,0,"4","4","3","3","3","1",0,1,68,1,"2",1
3129,"0","2","2","0","0",0,"1","1",1,"2",1,0,1,0,"3",NA,"3","3","5","2",1,1,42,0,"1",1
3130,"2","1","1","1","1",NA,"1","2",1,"1",3,1,0,1,"5","4",NA,"5",NA,"2",1,0,36,0,"1",1
3132,"1","1","1","1","1",1,"1","1",1,"2",5,0,0,1,"4","4","4","2","8","3",1,1,32,1,"2",1
3134,"2","1","1","2","2",1,"2","2",1,"1",3,1,0,1,"4","4","3","3","4","2",1,0,20,1,"2",1
3135,"0","0","1","0","0",1,"0","0",1,"1",2,1,1,0,"3","3","3","4","4","2",1,0,28,1,"2",1
3141,"1","0","0","1","1",1,"0","0",1,"1",3,1,0,1,"4","4","3","3","4","2",1,0,53,0,"1",1
3142,"0","0","0","2","2",0,"2","2",1,"1",2,1,1,0,"4","4","4","2","2","1",0,1,41,0,"1",1
3143,"1","0","0","0","0",1,"1","1",1,"1",5,0,0,1,"4","4","3","3","2","1",0,0,39,1,"2",1
3146,"2","1","0","1","2",1,"1","1",1,"2",5,0,0,1,"5","4","5","3","2","1",0,0,54,1,"2",1
3147,"1","0","0","2","2",1,"1","1",1,"2",5,0,0,1,"4","4","3","3","4","2",1,1,62,1,"2",1
3149,"2","0","0","1","2",1,"1","1",1,"2",2,1,1,0,"3","3","3","3","3","1",0,0,58,1,"2",1
3150,"2","0","0","2","2",1,"1","2",1,"2",3,1,0,1,"4","5","4","3","4","2",1,1,35,0,"1",1
3152,"1","0","0","2","2",0,"2","2",1,"1",2,1,1,0,"3","3","3","3","4","2",1,1,26,0,"0",1
3154,"2","1","2","2","2",1,"2","2",1,"2",2,1,1,0,"5","5","3","2","1","1",0,0,37,0,"1",2
3158,"1","0","0","1","1",1,"0","1",1,"1",5,0,0,1,"4","3","3","4","3","1",0,1,50,0,"0",1
3159,"2","0","0","1","1",1,"0","0",1,"1",1,0,1,0,"3","3","3","3","7","3",1,1,57,1,"2",1
3161,"2","0","0","2","2",1,"2","2",0,"0",1,0,1,0,"2","3","2","2","8","3",1,0,66,0,"0",1
3162,"0","0","0","1","1",1,"1","1",1,"2",1,0,1,0,"3","3",NA,"2","7","3",1,1,50,0,"1",1
3163,"1","1","0","1","1",1,"1","1",1,"1",1,0,1,0,"5","4","4","3","4","2",1,0,48,0,"0",1
3165,"0","1","1","1","1",NA,"1","1",0,"0",1,0,1,0,"3","3",NA,NA,NA,NA,NA,1,28,0,"1",1
3166,"1","0","0","1","1",1,"2","2",1,"2",3,1,0,1,"5","5","1","3","2","1",0,0,63,0,"0",1
3167,"2","0","0","2","2",1,"0","0",0,"0",5,0,0,1,"4","3","3","2","3","1",0,1,41,0,"1",1
3169,"2","0","0","2","2",1,"2","2",1,"2",3,1,0,1,"4","3","4",NA,"1","1",0,1,66,1,"2",2
3171,"2","1","0","1","2",1,"1","2",1,"2",1,0,1,0,"3","3","3","5","2","1",0,0,66,0,"0",1
3173,"1","2","2","1","1",1,"2","2",1,"1",5,0,0,1,"4","4","4","2","5","2",1,1,44,0,"1",2
3174,"0","0","0","1","1",0,"1","1",1,"2",1,0,1,0,"3","3","3","3","5","2",1,1,43,0,"1",1
3175,"1","0","0","2","2",1,"2","2",1,"1",5,0,0,1,"5","5","3","3","2","1",0,0,44,1,"2",1
3176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,22,NA,NA,5
3177,"2","0","1","1","1",1,"1","1",1,"1",2,1,1,0,"3","3","3","3","5","2",1,1,65,1,"2",1
3179,"1","0","0","2","2",1,"1","2",1,"1",3,1,0,1,"4","5","3","5","3","1",0,0,39,0,"1",1
3181,"0","0","0","2","2",1,"2","0",1,"1",2,1,1,0,"4","3","4","4","2","1",0,0,46,0,"1",1
3185,"1","0","0","1","1",1,"1","1",1,"2",3,1,0,1,"3","4","3","3","7","3",1,1,68,1,"2",1
3187,"1","0","0","0","0",1,"0","0",1,"1",1,0,1,0,"3","3","3","3","6","2",1,1,49,0,"1",1
3188,"2","0","0","2","2",1,"0","2",1,"2",2,1,1,0,"4","5","3","5","3","1",0,0,36,1,"2",1
3190,"1","0","0","2","2",1,"1","2",1,"2",3,1,0,1,"5","5","3","3","2","1",0,1,42,0,"1",1
3192,"1","0","2","2","2",1,"1","1",1,"2",1,0,1,0,"3","3","3","4","6","2",1,1,65,0,"1",1
3193,"1","1","1","2","2",1,"1","1",1,"2",5,0,0,1,"3","3","3","3","5","2",1,0,62,0,"1",1
3194,"1","0","0","1","1",1,"0","0",1,"1",2,1,1,0,"4","3","3","3","4","2",1,0,66,0,"1",1
3195,"2","0","0","1","1",0,"1","1",1,"1",5,0,0,1,"3","3","4","3","6","2",1,1,35,1,"2",1
3196,"2","0","0","2","2",1,"2","2",1,"2",3,1,0,1,"5","4","4","5","2","1",0,0,47,1,"2",1
3198,"1","1","1","2","2",1,"2","2",0,"0",2,1,1,0,"4","4","5","1","9","3",1,1,37,1,"2",6
3199,"1","1","0","1","1",1,"1","2",1,"2",3,1,0,1,"5","4","2","3","2","1",0,0,60,1,"2",1
3200,"0","0","0","2","2",1,"1","1",0,"0",2,1,1,0,"5","5","5","5","1","1",0,1,63,NA,NA,1
3201,"1","1","1","2","2",1,"1","1",1,"2",1,0,1,0,"4","3","3","3","3","1",0,0,23,0,"0",1
3202,"1","0","0","2","2",1,"2","2",1,"1",1,0,1,0,"3","2","4","3","4","2",1,0,62,0,"1",1
3204,"2","1","1","1","1",0,"1","1",1,"1",5,0,0,1,"4","3","4","3","6","2",1,1,69,0,"1",1
3205,"2","0","0","1","1",1,"0","1",1,"2",3,1,0,1,"4","3","4","4","5","2",1,0,46,1,"2",1
3206,"0","0","0","0","1",1,"0","0",0,"0",1,0,1,0,"3","3","4","3","6","2",1,1,57,0,"1",1
3208,"1","2","1","2","2",1,"1","1",1,"2",3,1,0,1,"4","4","5","1","4","2",1,1,68,0,"0",1
3212,"1","0","0","1","1",1,"1","1",1,"1",2,1,1,0,"4","4","3","3","3","1",0,1,65,0,"0",1
3213,"0","1","1","1","1",NA,"1","1",0,"0",2,1,1,0,"3","3","3","3","7","3",1,1,36,NA,NA,1
3217,"1","0","0","2","2",1,"1","1",1,"1",1,0,1,0,"3","4","3","2","4","2",1,1,66,0,"0",1
3221,"1","1","1","2","2",1,"1","1",1,"1",3,1,0,1,"4","4","4","4","3","1",0,1,53,0,"0",1
3225,"1","1","1","1","1",1,"0","0",1,"1",5,0,0,1,"4","4","4","4","4","2",1,1,30,0,"1",1
3228,"1","0","0","2","2",1,"1","1",1,"1",2,1,1,0,"3","4","3","2","3","1",0,1,34,NA,NA,1
3229,"1","0","0","1","1",1,"0","0",0,"0",2,1,1,0,"3","3","4","3","4","2",1,1,67,NA,NA,1
3230,"1","0","0","2","2",1,"1","2",1,"2",3,1,0,1,"3","4","3","3","4","2",1,0,60,0,"1",1
3233,"1","0","0","1","1",0,"0","0",0,"0",3,1,0,1,"3","3","2","3","9","3",1,1,31,0,"0",1
3235,"1","0","0","2","2",1,"2","2",1,"2",3,1,0,1,"5","5","5",NA,"2","1",0,0,57,NA,NA,1
3236,"0","0","0","0","0",1,"0","0",1,"1",2,1,1,0,"4",NA,"2",NA,"4","2",1,1,58,0,"1",1
3237,"0","0","0","2","2",1,"2","1",1,"2",1,0,1,0,"4","4","4","5","2","1",0,1,49,0,"1",1
3238,"2","0","1","2","2",0,"1","1",1,"2",5,0,0,1,"4","3","3","5","7","3",1,0,58,1,"2",1
3239,"1","1","1","2","2",1,"1","1",1,"2",2,1,1,0,"4","4","4","3","6","2",1,1,48,0,"1",2
3241,"0","0","0","1","1",1,"2","2",0,"0",2,1,1,0,"5","4","5","1","5","2",1,0,51,NA,NA,1
3244,"0","0","0","2","2",1,"1","1",0,"0",1,0,1,0,"3","3","3","2","5","2",1,1,47,0,"1",1
3245,"0","0","0","1","1",1,"1","2",1,"1",2,1,1,0,"4","3","3",NA,"2","1",0,1,20,NA,NA,1
3246,"1","0","0","2","2",1,"2","2",0,"0",2,1,1,0,"3","3","3","3","4","2",1,0,36,0,"0",1
3250,"2","0","0","2","2",0,"1","1",1,"2",5,0,0,1,"4","4","3","3","5","2",1,1,38,1,"2",1
3254,"1","1","1","1","1",1,"1","1",0,"0",5,0,0,1,"3","3","3","3","5","2",1,0,37,0,"1",1
3255,"1","1","1","1","1",1,"2","2",1,"2",3,1,0,1,"4","4","4","3","2","1",0,1,46,0,"0",1
3256,"0","0","1","1","1",1,"1","1",0,"0",1,0,1,0,"4","4","4","3","6","2",1,0,21,1,"2",1
3257,"0","0","0","2","2",1,"2","2",1,"1",2,1,1,0,"4","3","4","3","2","1",0,0,61,0,"0",5
3259,"1","1","1","2","2",1,"1","1",1,"1",3,1,0,1,"3","3","3","3","6","2",1,1,35,0,"1",1
3260,"2","0",NA,"1","1",1,"1","1",1,"2",1,0,1,0,"4","4","4","2","4","2",1,1,52,0,"0",1
3261,"2","0","1","2","2",1,"2","1",1,"1",1,0,1,0,"4","4","4","2","3","1",0,1,62,1,"2",1
3264,"1","0","0","2","2",1,"1","1",1,"2",2,1,1,0,"4","4","3","3","3","1",0,1,59,0,"1",1
3265,"1","0","0","0","0",1,"0","0",1,"1",2,1,1,0,"3","3","2","4","8","3",1,1,38,1,"2",1
3267,"2","0","0","2","2",1,"2","2",1,"2",5,0,0,1,"4","4","4","3","2","1",0,0,68,1,"2",1
3268,"1","0","0","1","0",1,"2","2",0,"0",5,0,0,1,"3","3","4","3","4","2",1,1,37,0,"0",1
3269,"2","0","0","1","2",1,"2","2",1,"2",3,1,0,1,"4","4","5","3","1","1",0,0,51,1,"2",1
3270,"1","0","0","2","2",1,"1","1",1,"2",2,1,1,0,"4","4","2","3","4","2",1,1,69,0,"1",1
3272,"0","1","1","1","1",1,"1","1",0,"0",1,0,1,0,"3","3","3","3","6","2",1,0,20,0,"1",1
3273,"0","1","0","2","2",1,"2","2",1,"2",1,0,1,0,"3","3","3","3","6","2",1,1,56,1,"2",1
3277,"1","0","0","2","2",1,"1","1",1,"2",5,0,0,1,"4","4","3","3","3","1",0,0,45,1,"2",1
3279,"1","0","0","2","2",1,"2","2",1,"2",5,0,0,1,"5","5","4","2","3","1",0,0,52,1,"2",1
3280,"0","0","0","1","1",NA,"1","1",1,"2",5,0,0,1,"3","3","3","3","5","2",1,0,22,0,"1",1
3281,"1","0","0","2","2",1,"2","2",1,"1",3,1,0,1,"4","4","4","3","2","1",0,0,28,1,"2",1
3283,"1","0","0","0","1",0,"1","1",1,"1",1,0,1,0,"3","3","3","2","4","2",1,0,29,1,"2",1
3285,"1","1","2","1","1",1,"2","2",1,"1",1,0,1,0,"4","4","2","4","3","1",0,0,54,1,"2",5
3287,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,0,0,1,NA,NA,NA,NA,"5","2",1,1,44,NA,NA,1
3289,"2","1","0","1","0",0,"1","1",1,"2",1,0,1,0,"5","3","4","1","9","3",1,0,54,0,"0",2
3290,"0","0","0","0","1",1,"1","1",1,"1",2,1,1,0,"4","4","3","2","7","3",1,1,29,NA,NA,1
3291,"2","1","1","0","2",1,"0","0",0,"0",3,1,0,1,"3","3","3","2","6","2",1,0,35,1,"2",6
3292,"0","0","0","1","1",0,"1","1",0,"0",2,1,1,0,"3","3","3","3","5","2",1,0,51,NA,NA,1
3294,"2","1","1","2","2",1,"2","1",1,"2",1,0,1,0,"4","4","2","3","8","3",1,1,49,1,"2",1
3295,"2","0","0","2","2",1,"2","2",1,"2",1,0,1,0,"4","3","5","3","2","1",0,0,45,0,"0",2
3296,"1","0","0","0","0",0,"1","1",0,"0",3,1,0,1,"3","3","4","3","6","2",1,1,37,0,"1",1
3298,"1","2","1","2","0",1,"1","1",0,"0",2,1,1,0,"4","4","4","4","4","2",1,1,28,0,"1",1
3300,"0","0","0","1","0",1,"1","1",0,"0",5,0,0,1,"4","3","4","3","4","2",1,0,36,0,"1",1
3307,"1","1","1","1","1",0,"1","2",1,"1",1,0,1,0,"2","2","2","3","8","3",1,0,52,0,"1",2
3308,"2","1","1","1","1",1,"1","2",1,"2",3,1,0,1,"5","5","3","3","4","2",1,0,69,0,"0",1
3309,"1","1","0","1","2",1,"1","2",1,"2",2,1,1,0,"4","4","3","3","4","2",1,1,67,1,"2",1
3310,"0","0","0","1","1",NA,"1","1",1,"1",5,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,47,NA,NA,1
3316,"2","0","0","0","0",1,"0","0",1,"2",3,1,0,1,"3","4","3","3","4","2",1,0,24,0,"0",5
3317,"2","0","0","1","1",1,"1","2",1,"1",3,1,0,1,"5","5","5","4","1","1",0,1,28,1,"2",1
3318,"0","2","0","2","2",1,"1","1",1,"2",5,0,0,1,"5","5","5","3","2","1",0,0,40,0,"1",1
3319,"1","1","0","2","2",1,"1","2",1,"2",3,1,0,1,"4","4","3","3","3","1",0,0,53,1,"2",1
3321,"2","0","0","0","0",1,"0","0",0,"0",1,0,1,0,"3","3","3","3","3","1",0,0,64,0,"0",1
3322,"2","0","1","2","1",1,"1","1",1,"1",2,1,1,0,"4","3","4","3","5","2",1,0,37,NA,NA,2
3324,"0","0","0","2","1",1,"1","1",1,"1",2,1,1,0,"2","3","4","4","4","2",1,1,66,1,"2",1
3325,"1","0","0","0","1",1,"0","2",1,"1",3,1,0,1,"3","4","4","4","2","1",0,1,38,1,"2",1
3326,"0","0","0","2","2",1,"2","2",1,"1",3,1,0,1,"3","3","4","4","3","1",0,1,55,1,"2",1
3327,"1","0","1","2","2",0,"1","1",1,"1",2,1,1,0,"3","3","3","3","7","3",1,1,49,1,"2",1
3329,"0","0","0","0","0",1,"1","1",1,"1",2,1,1,0,"3","3","3","3","4","2",1,1,29,1,"2",1
3332,"1","0","0","2","2",1,"1","1",1,"1",2,1,1,0,"4","4","3","3","5","2",1,0,34,0,"1",1
3337,"2","0","0","2","2",1,"0","0",1,"2",2,1,1,0,"4","4","4","4","2","1",0,1,63,0,"0",1
3340,"1","0","0","1","1",1,"1","1",1,"1",3,1,0,1,"3","3","3","3",NA,"2",1,1,59,0,"1",1
3341,"0","0","1","0","1",1,"1","1",1,"1",3,1,0,1,"3","4","4","3","6","2",1,1,58,0,"1",1
3342,"1","0","0","2","2",1,"1","0",0,"0",3,1,0,1,"4","4","4","2","3","1",0,1,63,0,"1",1
3344,"2","2","2","2","1",1,"2","0",1,"1",3,1,0,1,"3","3","3","3","5","2",1,1,38,0,"1",1
3345,"2","1","2","2","2",1,"2","2",1,"1",3,1,0,1,"5","5","5","4","4","2",1,1,21,NA,NA,1
3347,"1","1","0","2","2",1,"1","1",1,"1",3,1,0,1,NA,"4",NA,NA,NA,NA,NA,1,32,NA,NA,1
3350,"0","1","1","1","1",0,"1","1",1,"1",2,1,1,0,"4","3","3","3","6","2",1,1,36,0,"1",4
3353,"1","1","1","1","2",1,"1","1",1,"1",3,1,0,1,"4","5","3","3","2","1",0,0,25,1,"2",1
3356,"1","0","0","2","2",0,"2","2",1,"1",5,0,0,1,"5","5","3","5","2","1",0,0,38,0,"0",1
3358,"1","0",NA,"1","1",1,NA,NA,1,"2",3,1,0,1,"4","3","3","3","6","2",1,1,47,1,"2",1
3359,"1","1","1","1","1",1,"1","1",1,"2",1,0,1,0,"4","4","4","1","8","3",1,0,42,1,"2",1
3360,"1","1","1","1","1",1,"1","1",0,"0",1,0,1,0,"3","3","2","2","8","3",1,1,22,0,"0",1
3361,"2","2","1","2","1",1,"2","2",1,"1",5,0,0,1,"4","2","3","2","9","3",1,1,35,1,"2",6
3363,"0","1","0","1","1",0,"1","1",1,"2",2,1,1,0,"2","3","3","3","6","2",1,1,35,1,"2",1
3365,"1","1","0","2","2",1,"2","2",0,"0",5,0,0,1,"4",NA,"4",NA,"4","2",1,1,30,1,"2",1
3366,"2","2","1","0","2",1,"0","2",1,"2",1,0,1,0,"2","3","3","2","8","3",1,1,38,1,"2",1
3369,"0","0","0","1","1",1,"1","1",0,"0",3,1,0,1,"4","4","5","1","3","1",0,1,27,NA,NA,1
3371,"0","0","0","2","2",0,"1","1",1,"2",5,0,0,1,"3","3","4","3","4","2",1,1,34,0,"0",1
3372,"0","0","1","2","1",1,"2","2",1,"1",1,0,1,0,"5","5","3","5","4","2",1,1,51,0,"1",1
3373,"1","1","1","2","2",0,"1","1",0,"0",3,1,0,1,"3","3","3","3","7","3",1,1,39,0,"1",1
3375,"0","0","0","2","2",1,"1","1",0,"0",3,1,0,1,"4","3","4","3","3","1",0,1,46,0,"1",1
3377,"1","1","1","2","2",1,"2","2",1,"2",3,1,0,1,"4","3","3","3","4","2",1,0,38,0,"1",1
3380,"2","0","0","1","1",1,"2","1",1,"1",3,1,0,1,"4","4","3","3","2","1",0,0,57,1,"2",1
3381,"2","0","0","2","2",1,"1","2",1,"2",2,1,1,0,"3","4","3","3","4","2",1,0,51,1,"2",1
3382,"1","0","0","2","1",1,"1","1",1,"2",3,1,0,1,"2","3","3","4","5","2",1,1,44,1,"2",1
3385,"1","0","0","1","1",1,"0","0",0,"0",1,0,1,0,"3","3","2","3","6","2",1,1,48,0,"1",1
3387,"2","0","0","1","1",1,"0","0",1,"2",1,0,1,0,"3","3","4","3","4","2",1,1,55,0,"1",1
3393,"2","0","1","2","2",0,"2","1",1,"2",2,1,1,0,"4","3","3","4","8","3",1,1,47,1,"2",1
3397,"1","0","0","0","0",1,"0","0",1,"1",2,1,1,0,"4","4","4","3","2","1",0,0,53,0,"1",1
3399,"1","0","0","2","2",0,"0","0",1,"1",5,0,0,1,"3","3","4","3","8","3",1,0,48,0,"1",1
3402,"1","1","1","2","2",1,"2","1",1,"1",2,1,1,0,"5","5","3","3","3","1",0,1,40,1,"2",1
3403,"1","0","0","1","2",1,"2","1",1,"1",3,1,0,1,"4","4","3","3","4","2",1,1,47,0,"0",1
3404,"1","0","0","0","0",1,"1","1",1,"2",2,1,1,0,"2","3","2","4","5","2",1,0,52,0,"1",1
3405,"0","1","1","1","1",NA,"1","1",1,"1",1,0,1,0,"3","3","3","3","4","2",1,1,43,0,"1",1
3408,"0","0","1","2","1",1,"2","2",0,"0",5,0,0,1,"4","3","3","3","4","2",1,1,24,NA,NA,1
3409,"1","0","0","1","0",0,"1","0",1,"2",3,1,0,1,"4","4","3","2","3","1",0,1,62,1,"2",1
3413,"0","1","1","1","1",NA,"1","1",0,"0",2,1,1,0,"3","2","3","3","6","2",1,1,39,NA,NA,1
3416,"1","0","0","0","2",1,"1","1",1,"2",5,0,0,1,"3","2","4","3",NA,"2",1,1,29,NA,NA,1
3420,"2","0","0","2","2",1,"2","2",1,"2",5,0,0,1,"5","5","3","3","2","1",0,0,54,1,"2",1
3421,"1","0","0",NA,"1",1,"1","1",1,"1",5,0,0,1,"4","4","4","3","5","2",1,1,54,0,"1",1
3422,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,35,0,"1",1
3423,"1","0","0","2","2",1,"2","2",0,"0",1,0,1,0,"4","5","4","4","2","1",0,0,62,0,"0",1
3426,"1","1","1","2","2",0,"1","1",1,"2",3,1,0,1,"3","3","3","3","9","3",1,1,69,0,"1",1
3430,"2","1","1","1","1",1,"1","1",1,"2",1,0,1,0,"3","3","4","2","4","2",1,1,58,0,"1",1
3432,"1","0","0","1","1",1,"2","2",1,"2",5,0,0,1,"5","5","3","3","2","1",0,0,67,1,"2",1
3435,"1","0","0","0","1",1,"0","1",0,"0",5,0,0,1,"4","4","4","4","5","2",1,1,33,NA,NA,1
3437,"0","1","1","2","2",1,"1","1",0,"0",3,1,0,1,"3","3","3","3","3","1",0,0,39,0,"1",1
3438,"1","1","1","2","2",1,"1","1",1,"1",1,0,1,0,"4","4","4","3","5","2",1,1,38,NA,NA,1
3441,"1","0","0","0","1",1,"1","1",1,"2",2,1,1,0,"4","4","4","2","4","2",1,1,56,0,"1",1
3443,"2","0","0","2","2",1,"2","2",0,"0",2,1,1,0,"4","3","2","2","2","1",0,0,57,0,"0",1
3446,NA,"1","1","1","1",NA,"1","1",0,"0",5,0,0,1,"3","3","3","3","5","2",1,0,38,0,"1",2
3448,"1","0","1","2","2",0,"0","1",1,"2",2,1,1,0,"3","3","5","3","2","1",0,1,63,0,"1",1
3452,"2","0","1","2","2",1,"2","2",1,"1",2,1,1,0,"5","5","5","1","4","2",1,1,46,1,"2",5
3453,"1","0","0","2","2",0,"2","2",1,"2",3,1,0,1,"4","5","4","3","2","1",0,0,33,0,"0",1
3454,"1","0","0","2","2",1,"1","2",1,"2",1,0,1,0,"3","3","3","3","5","2",1,0,28,1,"2",1
3456,"0","1","1","1","1",1,"1","1",0,"0",1,0,1,0,"4","3","3","3","4","2",1,0,27,0,"1",1
3457,"2","0","0","2","1",1,"2","0",1,"2",5,0,0,1,"4","4","4","2","3","1",0,0,61,0,"1",1
3458,"0","2","1","2","1",1,"0","1",0,"0",1,0,1,0,"1","3","3",NA,"4","2",1,1,35,0,"1",1
3459,"0","1","0","1","2",1,"1","1",1,"1",2,1,1,0,"4","4","3","3","4","2",1,1,68,0,"1",1
3460,"2","0","0","2","2",1,"2","2",1,"2",1,0,1,0,"5","4","5","5","2","1",0,0,51,NA,NA,1
3461,"1","0","0","1","2",1,"2","2",1,"1",5,0,0,1,"4","4","3","2","6","2",1,0,23,0,"0",1
3462,"0","1","0","1","2",1,"1","1",1,"1",1,0,1,0,"3","3","3","3","6","2",1,1,49,0,"1",1
3463,"0","1","1","1","2",1,"2","2",0,"0",5,0,0,1,"3","2","3","3","7","3",1,0,26,0,"1",5
3464,"1","1","0","1","1",1,"1","2",1,"1",5,0,0,1,"4","4","4","2","3","1",0,0,63,0,"1",5
3465,"1","0","0","0","0",1,"1","1",1,"2",1,0,1,0,"3","3","3","3","5","2",1,1,42,0,"1",1
3466,"2","0","0","2","2",1,"2","1",1,"2",1,0,1,0,"4","4","2","3","2","1",0,0,62,1,"2",1
3467,"1","0","0","2","2",1,"2","2",1,"2",2,1,1,0,"4","4","2","3","7","3",1,1,40,1,"2",1
3468,"2","0","0","1","1",1,"1","1",1,"2",3,1,0,1,"3","3","3","3","5","2",1,0,29,0,"1",1
3469,"1","0","0","1","1",0,"2","2",1,"1",3,1,0,1,"4","3","2","3","6","2",1,0,36,1,"2",1
3471,"0","1","1","2","1",1,"1","0",0,"0",2,1,1,0,"4","1","2","4","2","1",0,1,38,0,"1",4
3472,"1","0","0","2","2",1,"2","2",0,"0",1,0,1,0,"3","3","3","3","3","1",0,0,43,0,"0",1
3473,"2","0","0","2","2",1,"0","0",1,"2",5,0,0,1,"4","4","4","3","2","1",0,0,61,0,"0",1
3474,"0","0","0","0","1",1,"1","2",1,"1",2,1,1,0,"3","3","4","3","4","2",1,1,22,0,"0",1
3475,"2","1","1","1","1",1,"1","1",1,"1",1,0,1,0,"2","4","3","2","4","2",1,0,52,0,"0",1
3479,"2","0","0","2","2",1,"1","1",0,"0",5,0,0,1,"4","3","3","3","4","2",1,1,55,0,"0",1
3481,"1","1","0","2","0",1,"1","1",1,"2",1,0,1,0,"3","3","3","3","4","2",1,1,23,0,"1",1
3485,"2","1","0","2","2",1,"2","2",1,"2",5,0,0,1,"4","3","3","3","4","2",1,1,60,0,"1",1
3489,"2","0","0","2","2",1,"1","1",1,"1",5,0,0,1,"4","4","4","4","2","1",0,1,67,0,"0",1
3491,"1","1","2","1","1",1,"0","1",1,"1",5,0,0,1,"3","3","3","2","5","2",1,1,24,0,"1",1
3492,"1","0","0","0","1",1,"1","1",1,"1",3,1,0,1,"4","4","3","3","3","1",0,1,51,0,"1",2
3493,"0","1","1","0","0",0,"0","0",1,"1",2,1,1,0,"3","3","3","3","5","2",1,1,48,NA,NA,1
